pKa	Source	ROMol	ISO_SMI	marvin_pKa
4.44	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e23fbc0>	OC(c1ccccc1)c1ccccn1	
6.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8f3f40>	Nc1nc2ccc(OC(F)(F)F)cc2s1	
7.4	Vertex	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea00270>	Nc1cc(-c2ccccc2)nc2ccc(Cl)cc12	
7.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e522650>	Oc1cccc(Nc2c3ccccc3nc3ccccc23)c1	
3.73	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e580820>	[O-][S+](Cc1cc(OCC(F)(F)C(F)(F)C(F)(F)F)ccn1)c1nc2cscc2[nH]1	
10.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e752420>	CCN(C)C	
9.1	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5dda80>	CC(C)CNCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1.Cl	
4.13	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e378ac0>	c1cnc2ncncc2n1	
7.58	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e766f10>	O/N=C/c1cc[n+](Cc2ccc(C[n+]3ccc(/C=N/O)cc3)cc2)cc1.[Br-].[Br-]	
7.02	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7c4900>	Cc1cnc2c([S-])ncnc2n1	
3.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea82e30>	COc1c(CC=C(C)C)c(O)c(C(=O)O)c(CCc2ccccc2)c1CC=C(C)C	
4.93	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dcd3840>	C/C(=C\C=C\C(C)C(=O)O)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)[O-]	
8.8	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da3a960>	CC1=CC(=O)C(C(C)C)=C/C1=N/c1ccc(O)cc1	
7.17	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dc49850>	O=C([O-])c1cc2cc(Cn3ccnc3)ccc2o1	
5.83	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e426c70>	Cc1cc(=O)c2c(O)cc(O)c([C@H]3CCN(C)C[C@H]3O)c2o1	
9.23	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e80b0d0>	CCCCCCCCCCCOC[n+]1cccc(/C=N/O)c1.[Cl-]	
4.84	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e4e53f0>	Nc1ccc(C(=O)O)cc1	
4.65	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e06d150>	COc1cccc(CCC(=O)O)c1	
10.1	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e837220>	CNCC[C@@H](Oc1ccccc1C)c1ccccc1	
5.44	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e89ba00>	Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2	
7.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e87b060>	CN1C=CN(C2SC(C(F)(F)F)=CN2c2ccc(S(N)(=O)=O)cc2)C=C1	
3.66	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6db1b1b0>	CC(C)(C)OC(=O)NC(CCC(N)=O)C(=O)O	
9.26	Luan	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea60430>	CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1	
9.5	Morgenthaler	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea20040>	CC(=O)CC1CCCCN1	
8.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5820a0>	CC1(c2cccc(NC(=O)c3ccccn3)c2)CSC(N)=N1	
7.34	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e67fae0>	CCCCOc1ccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3nc2c1.Cl	
2.82	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d862260>	OCCNC(=S)S	
6.55	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dcd2030>	CCCc1c(O)n2c3cc(C)ccc3nc(N(C)C)n2c1=O	
1.71	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dea78b0>	CNCl	
13.76	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dfd6ab0>	Cc1ccc(C(=O)[O-])c(O)c1	
10.6	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e2c9620>	CCN(CC)/N=C(\C)N	
9.86	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e1065e0>	Nc1ncnc([O-])c1N	
6.29	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6df43140>	Cn1cnc2cc(N)ccc21	
7.7	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6db61930>	Cc1ccccc1NC(=O)CN1CCCCC1	
4.23	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d8b2ff0>	Cn1nccc1N	
9.47	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e878580>	CC(C)Cc1ccc2c(NCCCNCc3ccc4c(c3)OCO4)ccnc2c1	
11.96	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e70c900>	COc1ccc(NC(C)=S)cc1	
7.8	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e64f220>	O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1[nH]c3cc(CCCCN4CCOCC4)c(O)cc3c21	
3.66	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d8b03c0>	Nc1ncc(Cl)s1	
7.75	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6ddb8270>	O=C([O-])C[NH+](CCNS(=O)(=O)c1ccc(CCBr)cc1)CC(=O)[O-]	
9.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e73a2d0>	COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)c(C)c4)C3)o2)cc1	
9.55	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da7e810>	NC1=N[C@@H](CC(=O)[O-])C(=O)N1CCCC(N)C(=O)[O-]	
3.6	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6ded50>	COc1ccc(CCNCC(O)COc2ccc(-c3nc(C(N)=O)c[nH]3)cc2)cc1OC	
6.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e73b370>	O=C(Nc1ccc(C2CCCCC2)cc1)C1=C(O)C[C@H](c2ccccc2)NC1=O	
5.64	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6dfed0>	COCc1c[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)n1	
2.85	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6db63450>	CN(C)c1ccc(/N=N/c2ccccc2)cc1	
9.49	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6f3290>	CNCc1cc(-c2ccccc2)n(S(=O)(=O)c2ccc(C)cc2)c1	
3.5	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dc4b220>	O=S(=O)(Nc1cccc(C(F)(F)F)c1)C(F)(F)F	
10.0	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5c5e00>	COc1ccc(C2(c3cccc(-c4cncnc4)c3)CCC(N)=N2)cc1	
4.36	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7c5380>	Oc1ccccc1-c1nnn[nH]1	
5.7	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5c65e0>	Nc1ncnc2c1c(-c1cccc(OCC34CCC(CC3)O4)c1)cn2[C@H]1C[C@@H](CN2CC[S+]([O-])CC2)C1	
8.95	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6db187b0>	Cc1ccccc1/C(=N\CCCN(C)C)c1ccccc1Cl	
3.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e53fca0>	O=C(/C=C/c1ccc(CN(CCc2c[nH]c3ccccc23)CC(F)(F)F)cc1)NO	
8.65	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e594200>	COc1ccc(OC(=O)NCCN)cc1.Cl	
5.84	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e3799a0>	N#CC1=CN2CCC1CC2	
6.47	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6ac3c0>	COc1c(NC2CC2)nc(C2CC2)nc1N1CCSCC1	
7.62	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e553530>	O=C1OC(C(O)CO)C(OCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)=C1O	
9.73	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e835000>	FC(F)(F)c1cnc(-c2ccncc2)[nH]1	
8.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e639f50>	COc1cc(OC2CCN(C)CC2)c2c(Nc3c(Cl)ccc4c3OCO4)ncnc2c1	
3.29	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6eaa19a0>	COc1ccc2cc([C@H](C)C(=O)O)ccc2c1	
6.89	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6eaa59a0>	CCc1nsc(O)n1	
10.1	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6ddb83c0>	COc1ccc2c(c1O)-c1c3c(cc4c1[C@H](C2)N(C)CC4)OCO3	
7.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5945f0>	COc1ccccc1N1CCN(CCCNS(=O)(=O)c2ccc(C)cc2)CC1	
5.5	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dee6180>	CCCCCCCCCCCCCCCCCc1c2ccccc2nc2ccccc12	
6.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e667220>	CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1	
4.36	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7c77d0>	Cn1c(CO)nc2ccccc21	
5.98	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6eaa7bc0>	[O-]c1cccc[n+]1O	
6.79	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd75cb0>	Cc1ccc(C)c(C(=N)c2ccccc2)c1	
8.85	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd76570>	[O-]c1c(Cl)cc(Cl)cc1CN1CCOCC1	
6.9	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd77450>	O=C(CCl)Nc1nnc(-c2ccccc2)s1	
6.5	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd76500>	O=C(CCN1CCOCC1)c1ccccc1	
5.86	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6de13e60>	CCc1ccc(C(=O)[O-])nc1	
4.24	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e70eea0>	O=C(O)c1csc2ccccc12	
4.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e834200>	c1ccc2nc3c(cc2c1)[nH]c1ccccc13	
6.82	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e795380>	COc1ccc(-c2cncn2-c2cc(OC)c(OC)c(OC)c2)cc1.Cl	
10.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5f4f20>	CC(C)Oc1cccc2c1N=C(NCC(F)F)NC2C	
6.95	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5de570>	CC(C)NCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1.Cl	
2.94	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e105e70>	O=C(O)c1ccc(I)o1	
1.01	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6df41460>	[O-][n+]1ccc2ccccc2c1	
4.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e667df0>	CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	
9.68	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e70a110>	CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1	
6.34	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6986d0>	COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2c(C(=O)NCC(O)CO)cccc12.Cl	
8.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6c1ee0>	O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNC2)CNC3=O)ccn1)c1ccc2ccccc2c1	
4.29	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e46e0a0>	O=C(O)/C=C/c1ccco1	
7.15	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d9de960>	CCOC(C)=N	
7.66	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd28120>	CCOC(=O)CC(c1ccccc1)N(C)C	
3.4	Vertex	<rdkit.Chem.rdchem.Mol object at 0x7efb6f483530>	Nc1ccc(C(=O)O)c(O)c1	
1.3	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7c4cf0>	NC1=[NH+][C@H]2C[C@@H](N1)[NH2+][C@@H]2C(=O)O	
3.54	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e424120>	O=C(c1ccc2n1CCC2C(=O)O)C1CCC1	
4.76	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e025d20>	O=C([O-])c1ccnc2ccccc12	
5.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e835e70>	CNC(=O)c1cc2cc(S(N)(=O)=O)sc2s1	
8.6	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dabfdf0>	COc1ccc2c3c1O[C@@H]1C(=O)CC[C@]4(O)[C@H](C2)N(C)CC[C@@]314	
6.36	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7af450>	CCCCNC(=O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3nc12	
11.13	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e70da10>	CCCCNc1ccnc([S-])n1	
6.97	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd28820>	CC[NH+](CC)CCNc1nc(C)cc(N)n1	
10.14	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea34190>	NCC1C2c3ccccc3C(c3ccccc32)C1CN	
5.1	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8b8b30>	CS(=O)(=O)NC(N)=O	
8.97	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e23d150>	NCCC[n+]1ccc2ccccc2c1	
3.84	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e629af0>	CC(=O)c1cccc(C(=O)O)c1	
6.95	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6db63ed0>	Nc1ccc(S(=O)(=O)Nc2nccs2)c(Cl)c1	
8.01	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e40a180>	C#CCOC[n+]1ccn(C)c1/C=N/O.[Cl-]	
3.8	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dafe650>	O=C(Nc1cccnc1)c1ccccc1	
7.79	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e23e570>	O=C(c1ccccc1)N1CCNCC1	
3.7	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea349e0>	Cc1cc(OC(F)(F)F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccccc2oc1=O	
6.23	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d9491c0>	O=S(=O)(Cc1ccccc1)c1ncn[nH]1	
9.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e552810>	NC1=Nc2ccc(Cl)cc2[C@H]2CCC[C@@H]12	
8.7	Luan	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea60b30>	COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C	
3.75	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8bb450>	CC([NH3+])C/C(N)=N/O	
3.54	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8c2c70>	COc1ccc2nc3c(C(O)=NCCN(C)C)cccc3cc2c1.Cl.Cl	
8.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e551700>	CCOc1cc(CN2CCC(Nc3nc4ccccc4o3)CC2)ccc1OC	
6.0	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5c4660>	CN1CCN(C)C(c2nc(N)no2)C1	
9.8	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e2866c0>	CN(C)CCCN(C)C	
10.25	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea730d0>	CN[C@@H](C)[C@@H](O)c1ccccc1	
7.19	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e738c10>	CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1	
5.65	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e1547b0>	C[n+]1nc(O)ccc1[O-]	
3.38	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e1e23b0>	O=C(O)C1CCc2ccccc2O1	
9.43	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7c3d10>	COc1ccc(-n2cc(/C=N/O)[n+](C)c2)cc1.[I-]	
10.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea803c0>	Cl.N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)o2)cc1	
8.12	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6de10d60>	NCC(=O)Nc1ccccc1	
4.9	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e19c900>	O=C([O-])c1ccncc1	
8.99	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e439b60>	Oc1cccc(Br)c1	
6.64	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e19d2a0>	CC1(C)SC(=O)NC1=O	
6.46	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e1e1690>	N#CCCNC(CC(N)=O)C(=O)O	
3.07	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e3bca50>	Nc1ccc2[nH]c[nH+]c2c1	
7.37	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7d9d90>	Cl.O=C(O)CC(CC(=O)O)n1ccnc1	
10.57	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e809e70>	COc1cc2nc(N3CCCN(C)CC3)cc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC	
7.6	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e621540>	NC1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)C2=NCCCN12	
4.53	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dba4820>	Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C	
7.0	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e59c6d0>	Cc1nc2cc(N)ccc2n1C	
7.91	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e551bd0>	CCOc1cc(CN2CCC(Nc3nc4cc(NS(=O)(=O)c5cn(C)cn5)ccc4o3)CC2)ccc1OC	
10.11	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8baa40>	CC(C)(C)NCCO	
3.86	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8099a0>	c1ccc(CN2CCC(Nc3nc(N4CCCCC4)nc4sccc34)CC2)cc1	
7.92	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e64cc10>	Cc1cccc(C)c1CNc1nccn2c(C)c(C)cc12	
9.52	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e46e810>	O=c1cccc([O-])cc1O	
10.26	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6eaa6ab0>	CC1CCCCN1C	
6.38	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e3f8dd0>	NS(=O)(=O)c1ccc(P(=O)([O-])O)cc1	
3.37	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6db18900>	Cc1ccccc1/C(=N\CCC[NH+](C)C)c1ccccc1Cl	
6.35	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e698120>	CCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3c(C(N)=O)cccc23)c(OC)c1.Cl	
9.6	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e580970>	CCC(CC)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1	
10.22	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5cb5a0>	CN(C)c1ncc2[nH]cnc2n1	
5.52	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dc8ce40>	Nc1ccnc2c1ncn2CCOCP(=O)([O-])O	
6.19	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e06f4c0>	CC(C)N(c1ccccc1)C(C)C	
9.48	Avdeef	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea46c70>	CCCOC(=O)NCCCN(C)C	
10.81	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6db620a0>	Cc1ccc(C(=S)Nc2ccc(Br)cc2)cc1	
10.29	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e3784a0>	Oc1ccc2c(c1)CCC2	
9.18	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e50a8f0>	CN1CC[C@H]2CCC[C@@H](NC(=O)c3ccccc3)[C@H]2C1	
8.83	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da7eb20>	CCOc1ccc(C(=O)NC(=S)N(CC)CC)cc1	
3.6	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6df840>	CCCCNC(=O)NCCNCC(O)COc1ccc(-c2nc(C)c[nH]2)cc1	
4.99	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e3bf760>	CCOCCNc1ccc(OC)cc1	
9.7	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e106d50>	CN(C)c1ccncc1	
10.78	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d9deea0>	CCCCS	
10.0	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d862880>	C/C(N)=N/N(C)C	
11.12	Liao	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea63d10>	C1CCNCC1	
9.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea70900>	CN(C)CCCN1c2ccccc2CCc2ccccc21	
11.22	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6de5bd80>	CC(C)(C)CCCCc1ccc(O)cc1	
10.0	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e424350>	CCCCCCCCCCCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)OC.Cl.Cl	
9.06	Avdeef	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea46650>	CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C	
7.72	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dbe5b60>	C=C(C(=O)O[C@H]1C[C@@H]2[C@@H]3O[C@@H]3[C@H](C1)N2C)c1ccccc1	
3.83	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5806d0>	[O-][S+](Cc1cc(OCC(F)(F)F)ccn1)c1nc2cscc2[nH]1	
9.22	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e438270>	CC(C)NCC(O)COc1ccccc1OCC(O)CNC(C)C	
1.16	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e3336f0>	COP(=O)(O)NS(C)(=O)=O	
8.12	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e70cc80>	C[NH+](C)Cc1cc(F)ccc1O	
7.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e69b4c0>	O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1	
9.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5f51c0>	CC1NC(NCC(F)(F)F)=Nc2ccccc21	
7.09	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6eac2880>	CC1=NN(c2ccc(OCCCOc3no[n+]([O-])c3-c3ccccc3)cc2)C(=O)C1	
9.96	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d990a50>	CN(C)C	
4.7	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6df41700>	Cc1ccc(O)c2[n+]1CCS2	
9.23	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6db19070>	CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1	
4.52	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d94b8b0>	Nc1ccc2nc3ccccc3nc2c1	
3.9	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da7dd90>	Nc1ncnc2ncn([C@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c12	
10.0	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6eaa3e60>	CC(CN)c1ccc(O)c(O)c1.Cl	
10.73	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dfd4e40>	Cc1ccc(O)c(C(C)C)c1	
8.13	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dba4f20>	CCN(CC)C(=S)NC(=O)c1ccc(F)cc1	
8.44	Avdeef	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea45e00>	COC1C(OC(C)=O)CC(=O)OC(C)CC2OC2/C=C\C(=O)C(C)CC(CC=O)C1OC1OC(C)C(O)C(N(C)C)C1O	
4.59	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e565e70>	Nc1ccc(C(=O)O)cc1O	
12.6	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e84fb50>	Cc1cc[n+](CCCc2ccc(CCC[n+]3ccc(C)cc3N)cc2)c(N)c1.[I-].[I-]	
10.1	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6deab0>	Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(F)ccc1C	
3.5	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e4a99a0>	CCc1c(C)nn(C)c1O	
10.42	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd76110>	S=C(Nc1ccc(Br)cc1)c1ccccc1	
4.44	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dea63b0>	C[N+]1(CCCCCC(=O)O)CCCCC1	
2.39	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d993990>	CC(=O)C(=O)O	
