ID	pKa	marvin_pKa	marvin_atom	marvin_pKa_type	original_dataset
2210	7.46	10.3	3	acidic	['datawarrior']
7473	7.15	7.42	3	basic	['datawarrior']
7718	11.37	10.15	6	acidic	['datawarrior']
14556416	9.36	9.63	7	basic	['chembl25']
7632	3.61	4.04	2	acidic	['datawarrior']
3678	4.8	3.33	5	basic	['datawarrior']
3677	4.6	4.65	5	basic	['datawarrior']
3690	3.28	3.88	7	basic	['datawarrior']
2194	4.99	5.26	5	basic	['datawarrior']
3676	4.24	4.33	5	basic	['datawarrior']
2195	3.67	3.78	5	basic	['datawarrior']
847	4.04	4.22	5	basic	['datawarrior']
1091410	8.07	7.01	12	acidic	['chembl25']
7229	11.8	11.74	1	acidic	['datawarrior']
4680	4.0	5.12	7	basic	['datawarrior']
12657825	5.13	8.97	10	basic	['chembl25']
12657835	7.01	8.66	13	basic	['chembl25']
5293806	3.23	5.76	18	acidic	['chembl25']
15165906	8.4	6.8	41	basic	['chembl25']
15164839	10.7	9.49	41	basic	['chembl25']
2841	4.645	4.35	2	acidic	['datawarrior']
7032	3.18	2.32	11	basic	['datawarrior']
6081	7.35	4.74	11	acidic	['datawarrior']
526930	9.82	9.64	16	basic	['chembl25']
396000	9.44	6.49	14	acidic	['chembl25']
403831	9.12	6.17	14	acidic	['chembl25']
2149	9.24	10.28	9	basic	['datawarrior']
3519	4.54	4.24	2	acidic	['datawarrior']
608	4.64	4.36	2	acidic	['datawarrior']
308482	3.46	3.67	21	acidic	['chembl25']
3518	3.86	3.7	2	acidic	['datawarrior']
1763	5.25	5.12	9	basic	['datawarrior']
2004760	6.57	5.29	17	basic	['chembl25']
1393	10.23	9.93	9	acidic	['datawarrior']
7022	6.17	6.53	8	basic	['datawarrior']
3334	6.22	6.77	8	basic	['datawarrior']
5090	6.07	6.6	8	basic	['datawarrior']
2439	6.27	6.65	8	basic	['datawarrior']
1080	5.57	6.23	8	basic	['datawarrior']
14637090	7.37	9.23	13	acidic	['chembl25']
6935	8.03	9.19	21	basic	['datawarrior']
877115	2.7	3.31	28	acidic	['chembl25']
5925	7.11	8.83	13	basic	['datawarrior']
2146	8.87	9.15	8	basic	['datawarrior']
4807	8.78	9.14	17	basic	['datawarrior']
585	4.17	3.84	2	acidic	['datawarrior']
3527	3.73	3.75	2	acidic	['datawarrior']
319993	3.46	3.53	21	acidic	['chembl25']
3523	3.51	3.62	2	acidic	['datawarrior']
1742	4.15	4.03	8	basic	['datawarrior']
921019	7.37	9.23	14	acidic	['chembl25']
2100	4.68	4.05	2	acidic	['datawarrior']
2099	4.35	3.55	2	acidic	['datawarrior']
605	4.18	3.72	2	acidic	['datawarrior']
1753	4.51	4.43	6	basic	['datawarrior']
14680416	3.47	2.92	8	basic	['chembl25']
16486947	7.5	11.15	4	acidic	['chembl25']
1561	8.2	11.96	8	acidic	['datawarrior']
617711	6.6	6.31	9	basic	['chembl25']
597553	7.6	7.3	9	basic	['chembl25']
14637112	6.35	9.5	5	acidic	['chembl25']
14637080	7.54	9.5	5	acidic	['chembl25']
14637087	7.36	9.5	5	acidic	['chembl25']
14637072	7.4	9.5	5	acidic	['chembl25']
4787	8.9	8.96	23	basic	['datawarrior']
8043778	5.9	5.23	9	basic	['chembl25']
8042884	6.9	6.31	9	basic	['chembl25']
7494	2.27	2.0	2	acidic	['datawarrior']
4422	6.05	7.68	3	basic	['datawarrior']
7437	6.9	8.38	3	basic	['datawarrior']
361	3.8	4.57	7	acidic	['datawarrior']
7434	9.48	9.71	5	basic	['datawarrior']
1884	9.03	9.52	5	basic	['datawarrior']
2496	5.15	7.86	8	basic	['datawarrior']
16523847	8.98	8.32	9	basic	['chembl25']
313576	3.8	4.93	13	acidic	['chembl25']
308211	7.5	5.15	14	acidic	['chembl25']
325921	4.0	4.84	12	acidic	['chembl25']
6911	8.11	8.49	9	basic	['datawarrior']
931541	8.79	8.91	21	basic	['chembl25']
13284693	6.9	7.79	19	acidic	['chembl25']
13284697	7.3	8.5	19	acidic	['chembl25']
13284692	7.9	7.94	19	acidic	['chembl25']
2516	10.31	10.15	9	basic	['datawarrior']
2517	9.71	10.15	9	basic	['datawarrior']
2515	10.05	10.15	9	basic	['datawarrior']
6999	8.5	8.84	2	acidic	['datawarrior']
5827	7.57	9.85	18	basic	['datawarrior']
6506	6.9	7.47	0	basic	['datawarrior']
130995	6.46	5.87	17	acidic	['chembl25']
101143	6.72	8.07	11	acidic	['chembl25']
85115	7.17	8.07	11	acidic	['chembl25']
98221	7.31	8.1	11	acidic	['chembl25']
77568	7.7	8.43	11	acidic	['chembl25']
491	5.13	4.24	0	basic	['datawarrior']
14990122	9.8	9.41	15	basic	['chembl25']
2443	7.8	7.37	4	acidic	['datawarrior']
5317	8.0	6.7	4	acidic	['datawarrior']
1575	3.5	7.08	4	acidic	['datawarrior']
2004748	6.7	5.33	5	basic	['chembl25']
4303	5.17	4.85	0	basic	['datawarrior']
2237831	9.93	11.89	11	acidic	['chembl25']
4262	5.3	7.69	9	acidic	['datawarrior']
3502	10.85	10.67	0	acidic	['datawarrior']
876661	9.0	11.69	5	basic	['chembl25']
1404	4.19	3.56	9	acidic	['datawarrior']
3501	10.91	10.88	0	acidic	['datawarrior']
563	10.77	10.57	0	acidic	['datawarrior']
1437	10.1	10.23	0	acidic	['datawarrior']
1502	4.73	4.46	1	basic	['datawarrior']
6311	7.46	4.43	7	basic	['datawarrior']
5444	2.59	3.58	17	basic	['datawarrior']
4233	9.6	9.18	10	acidic	['datawarrior']
6960	8.01	8.06	12	acidic	['datawarrior']
13392080	6.0	7.76	18	acidic	['chembl25']
4622	3.38	3.26	2	acidic	['datawarrior']
4485	5.86	3.81	2	acidic	['datawarrior']
566	10.61	10.36	0	acidic	['datawarrior']
2883	4.17	3.71	1	basic	['datawarrior']
3303371	9.9	9.79	10	basic	['chembl25']
523028	10.63	9.66	9	basic	['chembl25']
2996	5.16	4.93	0	basic	['datawarrior']
5443	2.6	3.58	16	basic	['datawarrior']
6499	2.58	3.58	17	basic	['datawarrior']
567	10.82	10.8	0	acidic	['datawarrior']
1737532	10.105	10.32	6	acidic	['chembl25']
1192876	7.46	9.23	19	acidic	['chembl25']
937414	7.65	9.23	12	acidic	['chembl25']
13396677	5.8	7.3	12	basic	['chembl25']
6657	2.16	3.58	16	basic	['datawarrior']
2084612	5.84	6.53	10	basic	['chembl25']
2084607	7.57	7.15	10	basic	['chembl25']
2084610	7.07	6.99	10	basic	['chembl25']
2084574	7.39	7.11	10	basic	['chembl25']
1982342	6.1	6.62	20	basic	['chembl25']
14686566	10.606667	10.05	12	basic	['chembl25']
890786	4.7	4.73	17	acidic	['chembl25']
887171	8.95	9.24	14	basic	['chembl25']
3261	9.54	9.77	0	acidic	['datawarrior']
2617165	7.4	8.53	13	basic	['chembl25']
4172	3.79	3.92	2	acidic	['datawarrior']
2997	4.37	4.4	0	basic	['datawarrior']
795882	10.2	10.31	8	acidic	['chembl25']
14680443	5.975	5.63	7	basic	['datawarrior', 'chembl25']
214	5.57	5.57	0	basic	['datawarrior']
81	3.58	3.17	0	basic	['datawarrior']
5518	5.6	5.49	6	basic	['datawarrior']
4959	5.44	5.27	0	basic	['datawarrior']
195	5.94	5.75	0	basic	['datawarrior']
2888	4.03	3.72	1	basic	['datawarrior']
3659	6.58	3.8	2	acidic	['datawarrior']
4955	4.98	5.07	0	basic	['datawarrior']
3002	5.2	6.08	0	basic	['datawarrior']
2887	4.17	4.16	0	basic	['datawarrior']
178	6.89	4.7	1	acidic	['datawarrior']
97	8.5	7.25	0	basic	['datawarrior']
314193	3.86	2.45	10	basic	['chembl25']
7160	6.64	6.76	0	basic	['datawarrior']
7158	6.14	6.08	0	basic	['datawarrior']
3825	6.2	6.2	0	basic	['datawarrior']
1090507	7.836667	7.39	3	basic	['datawarrior', 'chembl25']
470485	6.645	7.08	8	basic	['chembl25']
7780	5.59	5.9	0	acidic	['datawarrior']
2192909	4.72	4.64	11	acidic	['chembl25']
2192913	4.89	5.14	11	acidic	['chembl25']
2192905	7.74	7.33	10	acidic	['chembl25']
1842734	8.6	6.75	19	acidic	['chembl25']
1842739	4.5	5.11	18	acidic	['chembl25']
1842735	8.5	8.53	18	acidic	['chembl25']
1842711	8.8	6.72	18	acidic	['chembl25']
2339165	7.63	4.0	4	basic	['chembl25']
862872	9.1	7.15	11	acidic	['chembl25']
1285694	7.3	7.09	16	acidic	['chembl25']
2018567	6.0	4.71	22	basic	['chembl25']
12143465	7.7	5.25	11	basic	['chembl25']
427723	9.57	6.71	7	acidic	['chembl25']
430284	9.56	6.37	7	acidic	['chembl25']
12143460	7.6	5.25	11	basic	['chembl25']
12143459	7.3	5.25	11	basic	['chembl25']
2237880	8.755	11.35	12	acidic	['chembl25']
509342	8.99	9.58	7	acidic	['datawarrior', 'chembl25']
102	8.09	7.11	0	basic	['datawarrior']
3820	5.66	5.38	0	basic	['datawarrior']
7905	2.39	2.08	5	basic	['datawarrior']
2557	6.1	5.76	3	basic	['datawarrior']
15449647	4.7	4.93	7	acidic	['chembl25']
4287	3.45	3.34	2	acidic	['datawarrior']
4288	2.85	3.49	2	acidic	['datawarrior']
14604919	10.695	10.08	1	basic	['datawarrior', 'chembl25']
2458864	7.5	8.56	5	basic	['chembl25']
2458863	4.9	5.56	5	basic	['chembl25']
2458866	9.1	9.23	5	basic	['chembl25']
2458865	7.6	7.25	5	basic	['chembl25']
2458839	9.8	10.02	5	basic	['chembl25']
5096	3.66	4.32	12	basic	['datawarrior']
5100	4.68	4.63	15	basic	['datawarrior']
657	8.1	9.56	7	basic	['datawarrior']
656	8.46	9.46	7	basic	['datawarrior']
654	8.08	9.26	6	basic	['datawarrior']
653	7.97	9.11	6	basic	['datawarrior']
4306	9.0	9.86	0	basic	['datawarrior']
649	6.71	6.6	4	basic	['datawarrior']
648	6.85	6.64	4	basic	['datawarrior']
14604920	9.88	9.57	1	basic	['datawarrior', 'chembl25']
15446315	8.855	9.41	8	basic	['chembl25']
7743	8.1	9.45	0	acidic	['datawarrior']
2041158	4.8	5.88	28	acidic	['chembl25']
2041157	4.8	3.62	29	acidic	['chembl25']
1954567	10.3	9.9	13	basic	['chembl25']
1954569	5.2	5.28	13	basic	['chembl25']
1954570	7.0	7.08	13	basic	['chembl25']
1954571	8.8	8.75	13	basic	['chembl25']
1954573	10.3	9.9	13	basic	['chembl25']
1887	3.01	3.7	9	acidic	['datawarrior']
2551	7.9	9.61	13	acidic	['datawarrior']
6767	3.49	3.62	10	acidic	['datawarrior']
1867	3.71	4.48	9	acidic	['datawarrior']
1927	2.87	4.22	9	acidic	['datawarrior']
1912	3.34	4.52	9	acidic	['datawarrior']
7684	10.52	10.23	0	basic	['datawarrior']
488	8.4	7.87	3	basic	['datawarrior']
3303381	10.4	10.35	1	basic	['chembl25']
12165802	7.2	8.02	1	basic	['chembl25']
879742	8.67	9.71	1	basic	['chembl25']
3027	10.48	10.21	0	basic	['datawarrior']
726	9.41	6.94	0	acidic	['datawarrior']
7388	4.5	5.37	3	basic	['datawarrior']
7725	9.81	9.69	4	basic	['datawarrior']
429	9.75	9.81	0	basic	['datawarrior']
3303379	9.4	9.79	1	basic	['chembl25']
14540350	8.9	9.32	1	basic	['chembl25']
1354	6.1	7.51	7	basic	['datawarrior']
5968	7.3	8.93	7	basic	['datawarrior']
519092	9.93	9.51	1	basic	['chembl25']
430	7.5	7.45	5	basic	['datawarrior']
2572872	4.8	2.85	1	basic	['chembl25']
865888	9.2	8.18	1	basic	['chembl25']
3223	8.98	10.55	10	basic	['datawarrior']
2062746	8.84	9.76	1	basic	['chembl25']
12165808	8.0	9.34	1	basic	['chembl25']
892060	8.04	8.92	1	basic	['chembl25']
890840	8.86	9.56	1	basic	['chembl25']
877171	8.99	9.84	1	basic	['chembl25']
7439	7.55	7.4	3	basic	['datawarrior']
7639	7.01	6.92	4	basic	['datawarrior']
4124	9.49	8.53	8	basic	['datawarrior']
5384	8.31	8.44	15	basic	['datawarrior']
3303377	9.5	9.73	1	basic	['chembl25']
524326	9.85	9.62	1	basic	['chembl25']
537769	9.7	9.62	1	basic	['datawarrior', 'chembl25']
12165814	9.2	9.72	1	basic	['chembl25']
1921226	9.69	9.76	1	basic	['chembl25']
3216081	9.42	9.76	1	basic	['chembl25']
3216089	8.5925	9.76	1	basic	['chembl25']
4692	9.7	9.14	11	basic	['datawarrior']
3303375	9.8	9.78	1	basic	['chembl25']
12165822	9.6	9.78	1	basic	['chembl25']
2062745	9.5	9.78	1	basic	['chembl25']
4908	10.0	9.79	13	basic	['datawarrior']
12165827	9.9	9.79	1	basic	['chembl25']
12165790	9.9	9.79	1	basic	['chembl25']
3303373	9.9	9.79	1	basic	['chembl25']
3303372	9.6	9.79	1	basic	['chembl25']
12165796	9.9	9.79	1	basic	['chembl25']
2030411	7.65	9.19	1	basic	['chembl25']
2062583	9.34	9.19	1	basic	['chembl25']
3216092	9.472857	9.19	1	basic	['chembl25']
14684753	9.29	9.19	1	basic	['chembl25']
2062772	9.216	9.19	1	basic	['chembl25']
124844	9.271818	9.19	1	basic	['chembl25']
2062698	9.36	9.19	1	basic	['chembl25']
178202	9.5	9.29	1	basic	['chembl25']
7738	9.76	9.15	4	basic	['datawarrior']
540294	9.96	9.63	1	basic	['chembl25']
512649	9.88	9.63	1	basic	['chembl25']
550271	10.62	9.63	1	basic	['chembl25']
538949	10.03	9.65	1	basic	['chembl25']
524321	10.59	9.63	1	basic	['chembl25']
552861	10.27	9.63	1	basic	['chembl25']
546908	10.96	9.64	1	basic	['chembl25']
7470	9.36	9.02	3	basic	['datawarrior']
5434	8.75	8.86	11	basic	['datawarrior']
5435	8.64	8.86	16	basic	['datawarrior']
2062743	9.066667	8.86	1	basic	['datawarrior', 'chembl25']
14565510	8.78	7.82	1	basic	['chembl25']
14565515	8.88	7.82	1	basic	['chembl25']
2365566	8.59	8.36	1	basic	['chembl25']
2174070	10.73	8.73	1	basic	['chembl25']
183673	7.7	8.4	1	basic	['chembl25']
3407	9.54	9.76	10	basic	['datawarrior']
5616	9.2	8.9	0	basic	['datawarrior']
2511092	8.995	8.9	1	basic	['datawarrior', 'chembl25']
2617166	8.4	8.24	1	basic	['chembl25']
844	8.78	8.44	9	basic	['datawarrior']
157806	5.6	6.82	1	basic	['chembl25']
17998227	5.82	4.36	1	basic	['chembl25']
7244	7.16	8.37	1	basic	['datawarrior']
7377	6.19	6.68	1	basic	['datawarrior']
7269	5.2	4.58	1	basic	['datawarrior']
16560809	5.86	4.11	6	acidic	['chembl25']
1744	10.42	9.67	4	basic	['datawarrior']
1512	7.02	7.56	5	basic	['datawarrior']
1642	10.46	10.21	0	basic	['datawarrior']
4586	4.2	7.97	0	acidic	['datawarrior']
1597	3.9	2.87	7	basic	['datawarrior']
5720	4.3	4.8	15	basic	['datawarrior']
5890	3.47	4.73	19	basic	['datawarrior']
6078	2.0	3.55	14	basic	['datawarrior']
6185	2.85	3.58	14	basic	['datawarrior']
6075	4.5	3.55	14	basic	['datawarrior']
1680	4.25	4.52	7	basic	['datawarrior']
1679	4.39	4.25	7	basic	['datawarrior']
7035	5.7	6.53	12	basic	['datawarrior']
4362	4.54	3.22	0	basic	['datawarrior']
655	3.3	4.17	9	basic	['datawarrior']
3550	2.64	3.7	10	basic	['datawarrior']
6418	7.31	6.8	0	basic	['datawarrior']
3371	4.57	5.02	0	basic	['datawarrior']
4308	2.97	2.91	7	basic	['datawarrior']
1669	3.83	3.01	6	basic	['datawarrior']
3551	2.6	2.34	9	basic	['datawarrior']
3372	4.83	5.15	0	basic	['datawarrior']
3026	5.1	5.02	0	basic	['datawarrior']
823	8.46	4.59	2	acidic	['datawarrior']
2892	6.67	5.6	0	basic	['datawarrior']
903448	8.8	9.55	6	basic	['chembl25']
2881	9.7	8.77	0	basic	['datawarrior']
3164	6.35	5.32	5	basic	['datawarrior']
1074	6.16	3.4	3	basic	['datawarrior']
5034	7.65	6.75	0	basic	['datawarrior']
1245	9.73	11.32	3	acidic	['datawarrior']
2393	4.89	3.0	3	basic	['datawarrior']
2913	3.66	2.08	5	basic	['datawarrior']
3162	3.96	3.3	3	basic	['datawarrior']
3437	4.06	3.59	0	basic	['datawarrior']
6554	3.65	3.65	17	basic	['datawarrior']
301	5.92	7.02	0	acidic	['datawarrior']
1243293	8.58	8.78	12	basic	['chembl25']
882115	8.5	8.85	1	basic	['chembl25']
567465	10.7	8.62	3	basic	['chembl25']
3349	8.51	4.95	3	basic	['datawarrior']
448780	5.6	6.28	1	basic	['chembl25']
1763909	5.8	7.95	1	basic	['chembl25']
1760938	5.8	7.95	1	basic	['chembl25']
2046	6.45	7.91	4	basic	['datawarrior']
1931	4.24	4.67	4	basic	['datawarrior']
90675	7.48	9.83	1	basic	['chembl25']
79288	9.37	10.37	1	basic	['chembl25']
867354	6.7	6.53	1	basic	['chembl25']
98759	9.05	9.67	1	basic	['chembl25']
14678864	6.45	6.07	1	basic	['chembl25']
496	7.5	7.69	3	basic	['datawarrior']
450	8.51	8.69	3	basic	['datawarrior']
4527	4.89	3.35	3	basic	['datawarrior']
359706	3.0	3.61	11	basic	['chembl25']
2062634	8.5	9.23	1	basic	['chembl25']
16539051	8.5	8.95	1	basic	['chembl25']
2655	9.94	8.48	4	acidic	['datawarrior']
4447	8.07	9.04	4	acidic	['datawarrior']
206491	9.95	9.94	2	acidic	['chembl25']
1757	4.6	2.9	1	basic	['datawarrior']
763	7.5	5.46	0	basic	['datawarrior']
3367	6.71	5.57	0	basic	['datawarrior']
2471	6.35	5.64	0	basic	['datawarrior']
3303	9.25	8.85	0	basic	['datawarrior']
1600	10.8	10.98	3	acidic	['datawarrior']
13365690	7.3	5.12	3	basic	['chembl25']
848529	4.8	6.56	21	acidic	['chembl25']
2992916	5.7	5.45	3	basic	['chembl25']
3354	11.23	10.96	3	acidic	['datawarrior']
12562811	4.5	4.79	11	basic	['chembl25']
15460191	3.525	2.92	5	basic	['chembl25']
13365683	8.4	6.41	7	basic	['chembl25']
6413	5.75	6.05	14	basic	['datawarrior']
890774	7.83	7.4	4	acidic	['chembl25']
13948593	5.8	5.24	3	basic	['chembl25']
3353	9.25	9.57	3	acidic	['datawarrior']
3216132	5.376667	5.02	16	basic	['chembl25']
865964	5.025	5.02	15	basic	['chembl25']
4405	11.25	10.91	0	basic	['datawarrior']
2036	8.8	9.85	0	basic	['datawarrior']
929330	6.64	6.9	1	basic	['chembl25']
2722	6.89	6.75	1	basic	['datawarrior']
1992	7.14	7.2	1	basic	['datawarrior']
5156240	8.34	9.04	1	basic	['chembl25']
695920	9.4	9.2	1	basic	['chembl25']
677283	9.0	9.0	1	basic	['chembl25']
702664	7.1	6.87	1	basic	['chembl25']
2889	2.7	4.63	5	basic	['datawarrior']
2890	2.7	5.16	5	basic	['datawarrior']
7952800	7.8	8.01	25	basic	['chembl25']
7952795	7.6	4.65	5	basic	['chembl25']
2461	8.6	7.72	0	acidic	['datawarrior']
7226	7.86	6.76	0	basic	['datawarrior']
7311	9.92	9.33	0	basic	['datawarrior']
84	5.7	6.56	1	basic	['datawarrior']
958841	7.12	5.85	3	basic	['chembl25']
2062667	8.87	8.05	1	basic	['chembl25']
2062760	8.24	7.74	1	basic	['chembl25']
2933	11.86	11.7	3	acidic	['datawarrior']
2458867	8.8	8.51	5	basic	['chembl25']
2062742	8.9	8.87	1	basic	['chembl25']
7594	10.4	9.18	0	basic	['datawarrior']
5474	8.29	9.0	0	basic	['datawarrior']
2880	6.35	6.55	6	basic	['datawarrior']
156561	7.2	8.09	1	basic	['chembl25']
1226592	7.24	7.54	12	basic	['chembl25']
446857	9.54	8.87	1	basic	['chembl25']
7312	10.58	10.07	0	basic	['datawarrior']
889493	9.2	9.55	1	basic	['chembl25']
1135	8.8	9.55	0	basic	['datawarrior']
2001	11.5	9.56	0	basic	['datawarrior']
7991177	9.09	9.8	1	basic	['datawarrior', 'chembl25']
15720611	9.9	9.46	7	basic	['chembl25']
207	10.96	10.17	0	basic	['datawarrior']
2886	6.66	7.29	1	basic	['datawarrior']
85	6.66	6.91	1	basic	['datawarrior']
7793	6.67	6.5	1	basic	['datawarrior']
7027	6.78	6.87	12	basic	['datawarrior']
14579828	7.6	7.2	1	basic	['chembl25']
6535	7.81	7.63	18	basic	['datawarrior']
4952	4.62	4.67	10	basic	['datawarrior']
2606889	7.513333	7.17	1	basic	['chembl25']
893046	8.1	7.19	1	basic	['chembl25']
2365561	7.65	7.77	1	basic	['chembl25']
16537868	8.4	7.57	1	basic	['chembl25']
15459480	11.5	7.79	1	basic	['chembl25']
682161	8.0	6.84	1	basic	['chembl25']
707571	8.6	6.84	1	basic	['chembl25']
873508	7.75	6.92	1	basic	['chembl25']
3216102	9.3	7.92	1	basic	['chembl25']
14618045	7.53	7.51	1	basic	['datawarrior', 'chembl25']
2458861	6.6	6.98	5	basic	['chembl25']
2458862	7.6	6.98	5	basic	['chembl25']
14678469	9.05	9.19	1	basic	['chembl25']
14678468	8.83	9.2	1	basic	['chembl25']
14678461	8.99	9.2	1	basic	['chembl25']
14678460	9.18	9.2	1	basic	['chembl25']
14678473	8.75	9.74	1	basic	['chembl25']
14678472	8.9	9.74	1	basic	['chembl25']
14678474	9.05	9.74	1	basic	['chembl25']
4766	8.07	9.18	21	basic	['datawarrior']
5554	6.76	5.74	0	basic	['datawarrior']
6684	8.3	8.58	5	basic	['datawarrior']
6683	8.84	8.58	5	basic	['datawarrior']
6370	2.6	2.23	11	basic	['datawarrior']
14653861	7.1	8.87	25	basic	['chembl25']
6408	8.0	8.77	9	basic	['datawarrior']
2051	10.33	9.69	6	basic	['datawarrior']
6552	9.66	9.38	16	basic	['datawarrior']
2052	9.86	9.69	6	basic	['datawarrior']
3216133	9.76125	9.38	1	basic	['chembl25']
919041	8.4	9.33	1	basic	['chembl25']
2062635	10.0	9.54	1	basic	['chembl25']
5930	7.55	6.95	16	basic	['datawarrior']
901306	7.633333	6.95	1	basic	['chembl25']
4149	8.2	8.34	9	basic	['datawarrior']
4981	9.26	9.97	0	acidic	['datawarrior']
4983	10.1	10.07	0	acidic	['datawarrior']
7438	7.71	7.08	3	basic	['datawarrior']
14556412	10.6	10.56	1	basic	['chembl25']
517099	6.2	6.71	21	acidic	['chembl25']
7053	7.0	9.04	0	basic	['datawarrior']
203	9.43	10.14	0	basic	['datawarrior']
3012	9.47	10.05	0	basic	['datawarrior']
3989	7.17	6.53	9	basic	['datawarrior']
893728	8.85	10.43	1	basic	['chembl25']
314	6.12	9.73	0	basic	['datawarrior']
10895316	7.0	3.09	29	acidic	['chembl25']
10895318	6.4	3.15	29	acidic	['chembl25']
14604918	10.88	10.52	1	basic	['datawarrior', 'chembl25']
5232755	6.0	9.72	10	acidic	['chembl25']
2363058	7.2	9.42	7	basic	['chembl25']
5232759	6.1	9.72	16	acidic	['chembl25']
1580	8.8	8.87	5	basic	['datawarrior']
6806	6.69	6.86	24	basic	['datawarrior']
5496	6.7	7.2	23	basic	['datawarrior']
5232754	6.3	9.73	9	acidic	['chembl25']
14637124	6.2	9.23	19	acidic	['chembl25']
14637095	7.35	9.23	16	acidic	['chembl25']
917366	7.35	9.23	17	acidic	['chembl25']
7474	8.05	9.45	0	acidic	['datawarrior']
1358	4.89	4.11	3	acidic	['datawarrior']
14699143	7.77	6.36	17	basic	['chembl25']
15102432	5.0	6.22	28	basic	['chembl25']
15102433	5.11	6.15	28	basic	['chembl25']
5360	6.12	6.58	17	basic	['datawarrior']
1278531	7.9	6.58	12	basic	['chembl25']
2084608	7.39	6.44	7	basic	['chembl25']
2084613	7.33	7.05	7	basic	['chembl25']
1982348	5.97	6.6	19	basic	['chembl25']
3288918	5.6	5.51	8	basic	['chembl25']
96866	5.2	8.5	15	acidic	['chembl25']
1694517	8.8	9.02	1	basic	['chembl25']
1070197	5.68	9.23	15	acidic	['chembl25']
1063053	6.4	9.23	15	acidic	['chembl25']
917371	6.36	9.23	15	acidic	['chembl25']
4452	8.03	8.19	7	acidic	['datawarrior']
1576	3.8	3.42	9	basic	['datawarrior']
2004769	6.74	5.42	11	basic	['chembl25']
2262477	6.8	5.41	11	basic	['chembl25']
3447	8.9	9.61	12	acidic	['datawarrior']
2444609	9.0	7.57	8	basic	['chembl25']
14603384	6.8	6.52	12	basic	['chembl25']
493	11.56	8.84	3	acidic	['datawarrior']
838	9.96	9.52	6	basic	['datawarrior']
4401	10.52	10.61	0	basic	['datawarrior']
4683	9.8	10.15	12	basic	['datawarrior']
4400	9.87	10.21	0	basic	['datawarrior']
7716	9.12	9.26	3	basic	['datawarrior']
13432247	7.495	7.16	1	basic	['chembl25']
2088090	10.6	10.14	12	basic	['chembl25']
7526	5.26	5.76	3	basic	['datawarrior']
405	8.86	8.81	6	basic	['datawarrior']
7672	8.28	8.8	5	basic	['datawarrior']
2147	7.99	8.49	5	basic	['datawarrior']
4403	9.87	10.25	0	basic	['datawarrior']
14618035	6.0	5.29	1	basic	['chembl25']
7407	8.35	8.81	4	basic	['datawarrior']
7713	9.55	9.4	5	basic	['datawarrior']
4518	9.31	9.43	6	basic	['datawarrior']
868721	10.18	10.4	1	basic	['chembl25']
7370	8.1	7.95	4	basic	['datawarrior']
843	9.0	9.47	9	basic	['datawarrior']
2062738	10.04	9.8	1	basic	['chembl25']
2062783	10.144	10.47	1	basic	['chembl25']
2062786	10.533333	10.54	1	basic	['chembl25']
880866	8.2	10.54	1	basic	['chembl25']
749	10.76	10.54	0	basic	['datawarrior']
2062581	10.245	10.01	1	basic	['datawarrior', 'chembl25']
875768	10.5	10.54	1	basic	['chembl25']
4402	10.58	10.27	0	basic	['datawarrior']
432410	8.88	9.55	1	basic	['chembl25']
7571	9.91	9.81	3	basic	['datawarrior']
16800016	7.7	8.59	1	basic	['chembl25']
2169471	10.1575	9.8	1	basic	['chembl25']
15459482	9.97	9.7	1	basic	['chembl25']
1628	10.23	10.12	0	basic	['datawarrior']
146846	8.8	9.32	1	basic	['chembl25']
18097931	9.4	8.97	1	basic	['chembl25']
18097930	9.31	8.96	1	basic	['chembl25']
18097927	9.49	8.97	1	basic	['chembl25']
18097928	9.48	8.97	1	basic	['chembl25']
18097929	9.48	8.94	1	basic	['chembl25']
18097926	9.3	8.93	1	basic	['chembl25']
2948577	7.18	8.81	1	basic	['chembl25']
1629	9.93	9.45	0	basic	['datawarrior']
3014	9.64	9.4	0	basic	['datawarrior']
18100736	8.73	8.2	1	basic	['chembl25']
18100734	8.54	8.2	1	basic	['chembl25']
167571	6.5	7.47	1	basic	['chembl25']
4740	7.87	8.42	0	basic	['datawarrior']
7522	6.64	8.96	1	basic	['datawarrior']
7242	5.2	8.88	1	basic	['datawarrior']
4746	6.05	4.89	1	basic	['datawarrior']
7270	4.75	5.25	1	basic	['datawarrior']
2684	7.56	6.37	3	acidic	['datawarrior']
17950998	10.7	10.13	1	acidic	['chembl25']
399558	10.96	9.64	1	acidic	['chembl25']
3216108	10.055	9.52	1	basic	['chembl25']
1737536	9.555	9.52	1	basic	['datawarrior', 'chembl25']
