pKa	marvin_pKa	marvin_atom	marvin_pKa_type	original_dataset	SMILES
6.57	5.29	17	basic	['chembl25']	CCOc1ccc(NC(=O)c2cn3c(C)c(C)nc3c3c2CCC(c2ccccc2)O3)cc1
10.23	9.93	9	acidic	['datawarrior']	CCOc1ccc(O)cc1
6.17	6.53	8	basic	['datawarrior']	CCOc1ccc2[nH]c(C(C)C)nc2c1
6.22	6.77	8	basic	['datawarrior']	CCOc1ccc2[nH]c(C)nc2c1
6.07	6.6	8	basic	['datawarrior']	CCOc1ccc2[nH]c(CC(C)C)nc2c1
6.27	6.65	8	basic	['datawarrior']	CCOc1ccc2[nH]c(CC)nc2c1
5.57	6.23	8	basic	['datawarrior']	CCOc1ccc2[nH]cnc2c1
7.37	9.23	13	acidic	['chembl25']	CCOc1ccc2c(=Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3[nH]c2c1
8.03	9.19	21	basic	['datawarrior']	CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
2.7	3.31	28	acidic	['chembl25']	CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12
7.11	8.83	13	basic	['datawarrior']	CCOc1ccc2nc3c(c(N4CCOCC4)c2c1)CCC3
8.87	9.15	8	basic	['datawarrior']	CCOc1cccc(/N=C/N(C)C)c1
8.78	9.14	17	basic	['datawarrior']	CCOc1cccc(C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1OC
4.17	3.84	2	acidic	['datawarrior']	CCOc1cccc(C(=O)O)c1
3.73	3.75	2	acidic	['datawarrior']	CCOc1cccc(C(=O)O)c1C
3.46	3.53	21	acidic	['chembl25']	CCOc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1
3.51	3.62	2	acidic	['datawarrior']	CCOc1cccc(C)c1C(=O)O
4.15	4.03	8	basic	['datawarrior']	CCOc1cccc(N)c1
7.37	9.23	14	acidic	['chembl25']	CCOc1cccc2c(=Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3[nH]c12
4.68	4.05	2	acidic	['datawarrior']	CCOc1ccccc1/C=C/C(=O)O
4.35	3.55	2	acidic	['datawarrior']	CCOc1ccccc1/C=C\C(=O)O
4.18	3.72	2	acidic	['datawarrior']	CCOc1ccccc1C(=O)O
4.51	4.43	6	basic	['datawarrior']	CCOc1ccccc1N
3.47	2.92	8	basic	['chembl25']	CCOc1ccccn1
7.5	11.15	4	acidic	['chembl25']	CCOc1nc(=O)c2ccncc2[nH]1
8.2	11.96	8	acidic	['datawarrior']	CCOc1nccc(O)n1
6.6	6.31	9	basic	['chembl25']	CCOc1noc2c1CN(C)CC2
7.6	7.3	9	basic	['chembl25']	CCOc1noc2c1CNCC2
6.35	9.5	5	acidic	['chembl25']	CCS(=O)(=O)Nc1ccc(N=c2c3ccccc3[nH]c3c(C(N)=O)cccc23)c(OC)c1
7.54	9.5	5	acidic	['chembl25']	CCS(=O)(=O)Nc1ccc(N=c2c3ccccc3[nH]c3cc(NC(C)=O)ccc23)c(OC)c1
7.36	9.5	5	acidic	['chembl25']	CCS(=O)(=O)Nc1ccc(N=c2c3ccccc3[nH]c3cc(OC)ccc23)c(OC)c1
7.4	9.5	5	acidic	['chembl25']	CCS(=O)(=O)Nc1ccc(N=c2c3ccccc3[nH]c3ccccc23)c(OC)c1
8.9	8.96	23	basic	['datawarrior']	CCS(=O)(=O)c1cc(OC)c(OC)c(C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1
5.9	5.23	9	basic	['chembl25']	CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOC1)CC2
6.9	6.31	9	basic	['chembl25']	CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2
2.27	2.0	2	acidic	['datawarrior']	CCS(=O)O
6.05	7.68	3	basic	['datawarrior']	CCSC(=N)c1ccccc1
6.9	8.38	3	basic	['datawarrior']	CCSC(C)=N
3.8	4.57	7	acidic	['datawarrior']	CCSC(C)C(=O)O
9.48	9.71	5	basic	['datawarrior']	CCSCCN
9.03	9.52	5	basic	['datawarrior']	CCSCCN(CC)CC
5.15	7.86	8	basic	['datawarrior']	CCS[C@@H]1C(O)C2CC(=O)CC1N2C
8.98	8.32	9	basic	['chembl25']	CC[C@@H](C[C@H]1COC(=N)N1)c1ccccc1
3.8	4.93	13	acidic	['chembl25']	CC[C@H](NC(=O)c1cc(F)ccc1NS(=O)(=O)c1ccc(Cl)cc1)c1ccccc1
7.5	5.15	14	acidic	['chembl25']	CC[C@H](NC(=O)c1cc(OC)ccc1NS(=O)(=O)c1ccc(C)cc1)c1ccccc1
4.0	4.84	12	acidic	['chembl25']	CC[C@H](NC(=O)c1ccccc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1)c1ccccc1
8.11	8.49	9	basic	['datawarrior']	CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1CC=O
8.79	8.91	21	basic	['chembl25']	CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)CC(C)C(=O)/C=C\[C@]2(C)O[C@H]2[C@@H]1C
6.9	7.79	19	acidic	['chembl25']	CC[C@]1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)ccc2NC1=O
7.3	8.5	19	acidic	['chembl25']	CC[C@]1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)ccc2NC1=O
7.9	7.94	19	acidic	['chembl25']	CC[C@]1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(OC(F)F)cc3)ccc2NC1=O
10.31	10.15	9	basic	['datawarrior']	CC[C@]1(O)C[C@@H](C)N[C@@H]2CCCC[C@H]21
9.71	10.15	9	basic	['datawarrior']	CC[C@]1(O)C[C@@H](C)N[C@H]2CCCC[C@@H]21
10.05	10.15	9	basic	['datawarrior']	CC[C@]1(O)C[C@H](C)N[C@@H]2CCCC[C@H]21
8.5	8.84	2	acidic	['datawarrior']	CC[C@]1(c2ccccc2)NC(=O)NC1=O
7.57	9.85	18	basic	['datawarrior']	CC[C@]12CCCN3CC[C@@]4(c5cccc(OC)c5N(C(C)=O)[C@H]4CC1)[C@@H]32
6.9	7.47	0	basic	['datawarrior']	CC[C@]12CCCN3CCc4c(n(c5ccccc45)CC1)[C@@H]32
6.46	5.87	17	acidic	['chembl25']	CC[N+](C)(C)C1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1
6.72	8.07	11	acidic	['chembl25']	CC[N+](C)(CC)CCSC(=NO)C(=O)c1ccc(C#N)cc1
7.17	8.07	11	acidic	['chembl25']	CC[N+](C)(CC)CCSC(=NO)C(=O)c1ccc(Cl)cc1
7.31	8.1	11	acidic	['chembl25']	CC[N+](C)(CC)CCSC(=NO)C(=O)c1ccc(F)cc1
7.7	8.43	11	acidic	['chembl25']	CC[N+](C)(CC)CCSC(=NO)C(=O)c1ccc(OC)cc1
5.13	4.24	0	basic	['datawarrior']	CC[N+](O)(CC)CC
9.8	9.41	15	basic	['chembl25']	CCc1[nH]c2cc(F)ccc2c1C1CCN(CCCSc2ccc(F)cc2)CC1
7.8	7.37	4	acidic	['datawarrior']	CCc1c(-c2ccccc2)[nH][nH]c1=O
8.0	6.7	4	acidic	['datawarrior']	CCc1c(-c2ccccc2)[nH]n(-c2ccccc2)c1=O
3.5	7.08	4	acidic	['datawarrior']	CCc1c(C)[nH]n(C)c1=O
6.7	5.33	5	basic	['chembl25']	CCc1c(C)nc2c3c(c(C(=O)N(C)C)cn12)CCC(c1ccccc1)O3
5.17	4.85	0	basic	['datawarrior']	CCc1c(C)nnc(C)c1C
9.93	11.89	11	acidic	['chembl25']	CCc1c(O)c(=O)ccn1CC
5.3	7.69	9	acidic	['datawarrior']	CCc1c(O)cc(C)oc1=O
10.85	10.67	0	acidic	['datawarrior']	CCc1c(O)ccc(C(C)C)c1C
9.0	11.69	5	basic	['chembl25']	CCc1cc(=N)cc(N2CCc3ccccc3C2)[nH]1
4.19	3.56	9	acidic	['datawarrior']	CCc1cc(C(=O)O)cs1
10.91	10.88	0	acidic	['datawarrior']	CCc1cc(C(C)C)c(O)cc1C
10.77	10.57	0	acidic	['datawarrior']	CCc1cc(C(C)C)ccc1O
10.1	10.23	0	acidic	['datawarrior']	CCc1cc(C)cc(O)c1
4.73	4.46	1	basic	['datawarrior']	CCc1cc(C)nnc1C
7.46	4.43	7	basic	['datawarrior']	CCc1cc(Cl)n(C)c2nc3ccccc3c1-2
2.59	3.58	17	basic	['datawarrior']	CCc1cc(N=Nc2ccc(N(C)C)cc2)ccc1C
9.6	9.18	10	acidic	['datawarrior']	CCc1cc(O)cc(C)c1Cl
8.01	8.06	12	acidic	['datawarrior']	CCc1cc2c(C)cc(=O)oc2cc1O
6.0	7.76	18	acidic	['chembl25']	CCc1ccc(-n2c(Cl)cc3[nH]c(=O)c(-c4ccccc4)c(O)c32)cc1
3.38	3.26	2	acidic	['datawarrior']	CCc1ccc(C(=O)/C=C/C(=O)O)cc1
5.86	3.81	2	acidic	['datawarrior']	CCc1ccc(C(=O)O)nc1
10.61	10.36	0	acidic	['datawarrior']	CCc1ccc(C(C)C)cc1O
4.17	3.71	1	basic	['datawarrior']	CCc1ccc(C)nn1
9.9	9.79	10	basic	['chembl25']	CCc1ccc(CCCCN(C)C)cc1
10.63	9.66	9	basic	['chembl25']	CCc1ccc(CCCN(C)C)cc1
5.16	4.93	0	basic	['datawarrior']	CCc1ccc(N)cc1
2.6	3.58	16	basic	['datawarrior']	CCc1ccc(N=Nc2ccc(N(C)C)cc2)cc1C
2.58	3.58	17	basic	['datawarrior']	CCc1ccc(N=Nc2ccc(N(C)C)cc2)cc1CC
10.82	10.8	0	acidic	['datawarrior']	CCc1ccc(O)c(C(C)C)c1
10.105	10.32	6	acidic	['chembl25']	CCc1ccc(O)cc1
7.46	9.23	19	acidic	['chembl25']	CCc1ccc2[nH]c3ccccc3c(=Nc3ccc(NS(C)(=O)=O)cc3OC)c2c1
7.65	9.23	12	acidic	['chembl25']	CCc1ccc2c(=Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3[nH]c2c1
5.8	7.3	12	basic	['chembl25']	CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(C)=O)CS(=O)(=O)C2
2.16	3.58	16	basic	['datawarrior']	CCc1cccc(/N=N/c2ccc(N(C)C)cc2)c1
5.84	6.53	10	basic	['chembl25']	CCc1cccc(C)c1CN=c1cc(C(=O)N(C)C)[nH]c2c(Br)c(C)[nH]c12
7.57	7.15	10	basic	['chembl25']	CCc1cccc(C)c1CN=c1cc(C(=O)N(C)C)[nH]c2c(C)c(C)[nH]c12
7.07	6.99	10	basic	['chembl25']	CCc1cccc(C)c1CN=c1cc(C(=O)N(C)C)[nH]c2c(CO)c(C)[nH]c12
7.39	7.11	10	basic	['chembl25']	CCc1cccc(C)c1CN=c1cc(C(=O)N(C)C)[nH]c2cc(C)[nH]c12
6.1	6.62	20	basic	['chembl25']	CCc1cccc(C)c1CNc1cc(C(N)=O)cn2c(C)c(C)nc12
10.606667	10.05	12	basic	['chembl25']	CCc1cccc(CC)c1NC1=NCCN1
4.7	4.73	17	acidic	['chembl25']	CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
8.95	9.24	14	basic	['chembl25']	CCc1cccc2cc(C(O)CNC(C)(C)C)oc12
9.54	9.77	0	acidic	['datawarrior']	CCc1cccc2ccc(O)cc12
7.4	8.53	13	basic	['chembl25']	CCc1ccccc1C(=O)N(C1CCC2(CC1)OCCO2)C(Cc1ccc(Cl)cc1)CN(C)C
3.79	3.92	2	acidic	['datawarrior']	CCc1ccccc1C(=O)O
4.37	4.4	0	basic	['datawarrior']	CCc1ccccc1N
10.2	10.31	8	acidic	['chembl25']	CCc1ccccc1O
5.975	5.63	7	basic	['datawarrior', 'chembl25']	CCc1ccccn1
5.57	5.57	0	basic	['datawarrior']	CCc1cccnc1
3.58	3.17	0	basic	['datawarrior']	CCc1cccnn1
5.6	5.49	6	basic	['datawarrior']	CCc1ccnc2c1ccc1c(CC)ccnc12
5.44	5.27	0	basic	['datawarrior']	CCc1ccnc2c1ccc1cccnc12
5.94	5.75	0	basic	['datawarrior']	CCc1ccncc1
4.03	3.72	1	basic	['datawarrior']	CCc1ccnnc1C
6.58	3.8	2	acidic	['datawarrior']	CCc1cnc(C(=O)O)cc1CC
4.98	5.07	0	basic	['datawarrior']	CCc1cnc2c(ccc3cccnc32)c1
5.2	6.08	0	basic	['datawarrior']	CCc1cncc(C)c1
4.17	4.16	0	basic	['datawarrior']	CCc1cnnc(C)c1
6.89	4.7	1	acidic	['datawarrior']	CCc1nc(=O)s[nH]1
8.5	7.25	0	basic	['datawarrior']	CCc1nc(C)c[nH]1
3.86	2.45	10	basic	['chembl25']	CCc1nc2c(-c3ccc(Cl)cc3Cl)ccnc2n1C(CC)C1CC1
6.64	6.76	0	basic	['datawarrior']	CCc1nc2cc3c(cc2[nH]1)CCCC3
6.14	6.08	0	basic	['datawarrior']	CCc1nc2cc3ccccc3cc2[nH]1
6.2	6.2	0	basic	['datawarrior']	CCc1nc2ccccc2[nH]1
7.836667	7.39	3	basic	['datawarrior', 'chembl25']	CCc1ncc[nH]1
6.645	7.08	8	basic	['chembl25']	CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
5.59	5.9	0	acidic	['datawarrior']	CCc1nn[nH]n1
4.72	4.64	11	acidic	['chembl25']	CCc1oc2ccccc2c(=O)c1C(=O)c1cc(Br)c(O)c(Br)c1
4.89	5.14	11	acidic	['chembl25']	CCc1oc2ccccc2c(=O)c1C(=O)c1cc(I)c(O)c(I)c1
7.74	7.33	10	acidic	['chembl25']	CCc1oc2ccccc2c(=O)c1C(=O)c1ccc(O)cc1
8.6	6.75	19	acidic	['chembl25']	CCc1oc2ccccc2c1C(=O)Cc1cc(Br)c(O)c(Br)c1
4.5	5.11	18	acidic	['chembl25']	CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
8.5	8.53	18	acidic	['chembl25']	CCc1oc2ccccc2c1C(=O)c1cc(C)c(O)c(C)c1
8.8	6.72	18	acidic	['chembl25']	CCc1oc2ccccc2c1C(O)c1cc(Br)c(O)c(Br)c1
7.63	4.0	4	basic	['chembl25']	CCn1c(-c2ccc(OC)cc2)cs/c1=N/c1ccc2oc(=O)ccc2c1
9.1	7.15	11	acidic	['chembl25']	CCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(CC)c1=O
7.3	7.09	16	acidic	['chembl25']	CCn1c(=O)nc2sc(S(N)(=O)=O)nn2c1=O
6.0	4.71	22	basic	['chembl25']	CCn1cc(C(=O)OCN(C)C(=O)OC)c(=O)c2ccc(C)nc21
7.7	5.25	11	basic	['chembl25']	CCn1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O
9.57	6.71	7	acidic	['chembl25']	CCn1cc(C=NO)[n+](C)c1
9.56	6.37	7	acidic	['chembl25']	CCn1cc(C=NO)[n+](C)c1SC
7.6	5.25	11	basic	['chembl25']	CCn1cc([C@]2(c3cccc(C#CC4CC4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O
7.3	5.25	11	basic	['chembl25']	CCn1cc([C@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O
8.755	11.35	12	acidic	['chembl25']	CCn1ccc(=O)c(O)c1C(C)O
8.99	9.58	7	acidic	['datawarrior', 'chembl25']	CCn1cccc(O)c1=O
8.09	7.11	0	basic	['datawarrior']	CCn1ccnc1C
5.66	5.38	0	basic	['datawarrior']	CCn1cnc2ccccc21
2.39	2.08	5	basic	['datawarrior']	CCn1cncn1
6.1	5.76	3	basic	['datawarrior']	CCn1nc(-c2ccccc2)sc1=N
4.7	4.93	7	acidic	['chembl25']	CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
3.45	3.34	2	acidic	['datawarrior']	CCn1nnc(CC(=O)O)n1
2.85	3.49	2	acidic	['datawarrior']	CCn1nnnc1CC(=O)O
10.695	10.08	1	basic	['datawarrior', 'chembl25']	CN
7.5	8.56	5	basic	['chembl25']	CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCN(C2CC2)CC1
4.9	5.56	5	basic	['chembl25']	CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCN(CC(F)F)CC1
9.1	9.23	5	basic	['chembl25']	CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCN(CC2CC2)CC1
7.6	7.25	5	basic	['chembl25']	CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCN(CCF)CC1
9.8	10.02	5	basic	['chembl25']	CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCNCC1
3.66	4.32	12	basic	['datawarrior']	CN(C(=O)c1ccccc1)c1cccnc1
4.68	4.63	15	basic	['datawarrior']	CN(C(=O)c1ccccc1)c1ccncc1
8.1	9.56	7	basic	['datawarrior']	CN(C)/C=N/c1ccc(Br)cc1
8.46	9.46	7	basic	['datawarrior']	CN(C)/C=N/c1ccc(Cl)cc1
8.08	9.26	6	basic	['datawarrior']	CN(C)/C=N/c1cccc(Br)c1
7.97	9.11	6	basic	['datawarrior']	CN(C)/C=N/c1cccc(Cl)c1
9.0	9.86	0	basic	['datawarrior']	CN(C)/C=N/c1ccccc1
6.71	6.6	4	basic	['datawarrior']	CN(C)/C=N/c1ccccc1Br
6.85	6.64	4	basic	['datawarrior']	CN(C)/C=N/c1ccccc1Cl
9.88	9.57	1	basic	['datawarrior', 'chembl25']	CN(C)C
8.855	9.41	8	basic	['chembl25']	CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
8.1	9.45	0	acidic	['datawarrior']	CN(C)C(=O)CS
4.8	5.88	28	acidic	['chembl25']	CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(-c3nc(=O)o[nH]3)cc21
4.8	3.62	29	acidic	['chembl25']	CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21
10.3	9.9	13	basic	['chembl25']	CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CCCN)c1ccccc1
5.2	5.28	13	basic	['chembl25']	CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CCCNCC(F)(F)F)c1ccccc1
7.0	7.08	13	basic	['chembl25']	CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CCCNCC(F)F)c1ccccc1
8.8	8.75	13	basic	['chembl25']	CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CCCNCCF)c1ccccc1
10.3	9.9	13	basic	['chembl25']	CN(C)C(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN)c1ccccc1
3.01	3.7	9	acidic	['datawarrior']	CN(C)C(=O)OCC(=O)O
7.9	9.61	13	acidic	['datawarrior']	CN(C)C(=O)c1ncnc2[nH]cnc12
3.49	3.62	10	acidic	['datawarrior']	CN(C)C(=O)n1nc(C(C)(C)C)nc1SCC(=O)O
3.71	4.48	9	acidic	['datawarrior']	CN(C)C(=S)NCC(=O)O
2.87	4.22	9	acidic	['datawarrior']	CN(C)C(=S)OCC(=O)O
3.34	4.52	9	acidic	['datawarrior']	CN(C)C(=S)SCC(=O)O
10.52	10.23	0	basic	['datawarrior']	CN(C)C(C)(C)C
8.4	7.87	3	basic	['datawarrior']	CN(C)C(C)(C)C=O
10.4	10.35	1	basic	['chembl25']	CN(C)C(C)(C)CCCc1ccc(C(C)(C)C)cc1
7.2	8.02	1	basic	['chembl25']	CN(C)C1(CCCc2ccc(C(C)(C)C)cc2)COC1
8.67	9.71	1	basic	['chembl25']	CN(C)C1CC2c3ccccc3C1c1ccccc12
10.48	10.21	0	basic	['datawarrior']	CN(C)C1CCCCC1
9.41	6.94	0	acidic	['datawarrior']	CN(C)C=Nc1ccc(O)cc1
4.5	5.37	3	basic	['datawarrior']	CN(C)CC#N
9.81	9.69	4	basic	['datawarrior']	CN(C)CC(=O)O
9.75	9.81	0	basic	['datawarrior']	CN(C)CC(C)(C)C
9.4	9.79	1	basic	['chembl25']	CN(C)CC(C)(C)CCc1ccc(C(C)(C)C)cc1
8.9	9.32	1	basic	['chembl25']	CN(C)CC(C)(C)CNC(=O)C1C[C@@H]1c1ccccc1
6.1	7.51	7	basic	['datawarrior']	CN(C)CC(CSC#N)SC#N
7.3	8.93	7	basic	['datawarrior']	CN(C)CC(CSCc1ccccc1)SCc1ccccc1
9.93	9.51	1	basic	['chembl25']	CN(C)CC(Cc1ccccc1)c1ccccc1
7.5	7.45	5	basic	['datawarrior']	CN(C)CC(Cl)CCl
4.8	2.85	1	basic	['chembl25']	CN(C)CC(F)(F)F
9.2	8.18	1	basic	['chembl25']	CN(C)CC(Oc1ccccc1)Oc1ccccc1
8.98	10.55	10	basic	['datawarrior']	CN(C)CC(P(=O)(O)O)P(=O)(O)O
8.84	9.76	1	basic	['chembl25']	CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
8.0	9.34	1	basic	['chembl25']	CN(C)CC1(CCc2ccc(C(C)(C)C)cc2)COC1
8.04	8.92	1	basic	['chembl25']	CN(C)CC1=CC2c3ccccc3C1c1ccccc12
8.86	9.56	1	basic	['chembl25']	CN(C)CC1C2c3ccccc3C(c3ccccc32)C1CO
8.99	9.84	1	basic	['chembl25']	CN(C)CC1C2c3ccccc3C(c3ccccc32)C1COC(=O)N(C)C
7.55	7.4	3	basic	['datawarrior']	CN(C)CCBr
7.01	6.92	4	basic	['datawarrior']	CN(C)CCC#N
9.49	8.53	8	basic	['datawarrior']	CN(C)CCC(=O)C(C)(C)C
8.31	8.44	15	basic	['datawarrior']	CN(C)CCC(C#N)(c1ccccc1)c1ccccc1
9.5	9.73	1	basic	['chembl25']	CN(C)CCC(C)(C)Cc1ccc(C(C)(C)C)cc1
9.85	9.62	1	basic	['chembl25']	CN(C)CCC(c1ccccc1)c1ccc(-c2ccccc2)cc1
9.7	9.62	1	basic	['datawarrior', 'chembl25']	CN(C)CCC(c1ccccc1)c1ccccc1
9.2	9.72	1	basic	['chembl25']	CN(C)CCC1(Cc2ccc(C(C)(C)C)cc2)COC1
9.69	9.76	1	basic	['chembl25']	CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
9.42	9.76	1	basic	['chembl25']	CN(C)CCC=C1c2ccccc2CCc2ccccc21
8.5925	9.76	1	basic	['chembl25']	CN(C)CCC=C1c2ccccc2COc2ccccc21
9.7	9.14	11	basic	['datawarrior']	CN(C)CCCC(=O)Oc1ccccc1
9.8	9.78	1	basic	['chembl25']	CN(C)CCCC(C)(C)c1ccc(C(C)(C)C)cc1
9.6	9.78	1	basic	['chembl25']	CN(C)CCCC1(c2ccc(C(C)(C)C)cc2)COC1
9.5	9.78	1	basic	['chembl25']	CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
10.0	9.79	13	basic	['datawarrior']	CN(C)CCCCC(=O)Oc1ccccc1
9.9	9.79	1	basic	['chembl25']	CN(C)CCCCc1ccc(C(C)(C)C)cc1
9.9	9.79	1	basic	['chembl25']	CN(C)CCCCc1ccc(C2(C)COC2)cc1
9.9	9.79	1	basic	['chembl25']	CN(C)CCCCc1ccc(C2(F)COC2)cc1
9.6	9.79	1	basic	['chembl25']	CN(C)CCCCc1ccc(C2(O)COC2)cc1
9.9	9.79	1	basic	['chembl25']	CN(C)CCCCc1ccc(C2COC2)cc1
7.65	9.19	1	basic	['chembl25']	CN(C)CCCN1c2cc(F)ccc2CCc2ccc(F)cc21
9.34	9.19	1	basic	['chembl25']	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
9.472857	9.19	1	basic	['chembl25']	CN(C)CCCN1c2ccccc2CCc2ccccc21
9.29	9.19	1	basic	['chembl25']	CN(C)CCCN1c2ccccc2Sc2ccc(C#N)cc21
9.216	9.19	1	basic	['chembl25']	CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
9.271818	9.19	1	basic	['chembl25']	CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
9.36	9.19	1	basic	['chembl25']	CN(C)CCCN1c2ccccc2Sc2ccccc21
9.5	9.29	1	basic	['chembl25']	CN(C)CCCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cn1C
9.76	9.15	4	basic	['datawarrior']	CN(C)CCCO
9.96	9.63	1	basic	['chembl25']	CN(C)CCCc1ccc(-c2ccc(Cl)cc2)cc1
9.88	9.63	1	basic	['chembl25']	CN(C)CCCc1ccc(-c2ccccc2)cc1
10.62	9.63	1	basic	['chembl25']	CN(C)CCCc1ccc(Br)cc1
10.03	9.65	1	basic	['chembl25']	CN(C)CCCc1ccc(C(C)(C)C)cc1
10.59	9.63	1	basic	['chembl25']	CN(C)CCCc1ccc(Cl)cc1
10.27	9.63	1	basic	['chembl25']	CN(C)CCCc1ccc2ccccc2c1
10.96	9.64	1	basic	['chembl25']	CN(C)CCCc1ccccc1
9.36	9.02	3	basic	['datawarrior']	CN(C)CCO
8.75	8.86	11	basic	['datawarrior']	CN(C)CCOC(C)(c1ccccc1)c1ccccc1
8.64	8.86	16	basic	['datawarrior']	CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1
9.066667	8.86	1	basic	['datawarrior', 'chembl25']	CN(C)CCOC(c1ccccc1)c1ccccc1
8.78	7.82	1	basic	['chembl25']	CN(C)CCON=C1C[C@H]2C(C)(C)O[C@H]3CC(=O)OC[C@]32[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C4O[C@]43[C@]12C
8.88	7.82	1	basic	['chembl25']	CN(C)CCON=C1C[C@H]2C(C)(C)O[C@H]3CC(=O)OC[C@]32[C@H]2CC[C@]3(C)C(=CC(=O)O[C@H]3c3ccoc3)[C@]12C
8.59	8.36	1	basic	['chembl25']	CN(C)CCONc1c(C2=c3ccc(Br)cc3=NC2=O)[nH]c2ccccc12
10.73	8.73	1	basic	['chembl25']	CN(C)CCOc1ccc(C(=O)N2C/C(=C\c3ccccc3)C(=O)/C(=C/c3ccccc3)C2)cc1
7.7	8.4	1	basic	['chembl25']	CN(C)CCc1nc(-c2cn(C)c3ccccc23)no1
9.54	9.76	10	basic	['datawarrior']	CN(C)C[C@@H]1[C@H](CO)[C@H]2C=C[C@@H]1C2
9.2	8.9	0	basic	['datawarrior']	CN(C)Cc1c(C(C)(C)C)cccc1C(C)(C)C
8.995	8.9	1	basic	['datawarrior', 'chembl25']	CN(C)Cc1ccccc1
8.4	8.24	1	basic	['chembl25']	CN(C)Cc1ccccc1C(=O)N(CCc1ccc(Cl)cc1)C1CCC2(CC1)OCCO2
8.78	8.44	9	basic	['datawarrior']	CN(C)Cc1ccccc1CO
5.6	6.82	1	basic	['chembl25']	CN(C)Cc1nc(-c2cn(C)c3ccccc23)no1
5.82	4.36	1	basic	['chembl25']	CN(C)Cc1no[n+]([O-])c1C#N
7.16	8.37	1	basic	['datawarrior']	CN(C)N
